Local authority code,Local authority name,LSOA code,LSOA name,median_house_price,Employment (walking),Education (walking),Healthcare (walking),Leisure and Community (walking),Shopping (walking),Residential (walking),Overall (walking),Employment (cycling),Education (cycling),Healthcare (cycling),Leisure and Community (cycling),Shopping (cycling),Residential (cycling),Overall (cycling),Business (public transport),Education (public transport),Healthcare (public transport),Leisure and Community (public transport),Shopping (public transport),Residential (public transport),Overall (public transport),Employment (driving),Education (driving),Healthcare (driving),Leisure and Community (driving),Shopping (driving),Residential (driving),Overall (driving),Employment (overall),Education (overall),Healthcare (overall),Leisure and Community (overall),Shopping (overall),Residential (overall),Overall,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E08000034,Kirklees,E01011211,Kirklees 030D,240000,49.26,51.58,65.26,53.28,64.77,69.94,59.62,66.22,77.83,81.64,74.74,78.77,76.28,73.13,59.41,65.22,71.39,64.13,68.86,61.53,64.46,85.74,76.6,80.93,82.93,88.59,94.33,87.21,58.38,59.1,69.5,60.26,67.62,67.05,63.33,8.923,0.116,0.092,5.572,-0.334,-0.586,12.623,18.113,0.187,0.048,-0.693,0.159,36.545,-2.884,-0.191,0.494
E08000034,Kirklees,E01011212,Kirklees 026A,177500,44.55,64.57,47.78,61.8,81.33,67.48,67.94,62.9,71.75,61.27,71.91,87.14,73.89,71.2,62.54,74.22,62.13,69.37,83.58,64.37,71.36,84.34,81.81,79.32,85.2,91.45,92.91,88.5,58.87,69.45,56.25,66.3,82.87,67.06,70.1,31.1,0.322,0.226,29.232,1.027,0.387,11.694,22.957,0.485,0.288,0.736,0.265,29.751,-0.933,0.221,0.12
E08000034,Kirklees,E01011213,Kirklees 026B,287500,45.43,66.6,49.38,61.94,79.61,68.36,68.28,62.88,72.21,62.83,73.13,86.24,73.91,71.33,63.16,74.79,61.43,69.45,82.01,64.29,71.23,83.8,82.03,80.0,85.56,90.97,92.38,88.31,59.46,70.78,56.63,66.49,81.27,67.42,70.18,4.749,0.064,0.063,2.97,-0.762,-0.135,7.857,11.277,0.095,0.052,-1.228,0.145,29.683,-2.926,-0.354,0.019
E08000034,Kirklees,E01011214,Kirklees 026C,200000,38.95,45.2,33.99,54.18,67.48,60.97,55.22,61.92,62.22,53.75,66.65,81.42,72.9,67.47,60.8,58.04,50.96,61.7,69.08,61.69,62.58,83.67,75.15,73.95,82.48,88.62,92.4,85.91,56.37,51.85,44.03,58.83,69.08,62.74,60.14,11.169,0.126,0.083,7.931,-0.134,-0.324,18.549,24.386,0.216,0.108,-0.439,0.171,39.847,-1.056,0.355,-0.076
E08000034,Kirklees,E01011215,Kirklees 026D,218750,41.26,53.63,41.15,55.7,78.15,62.54,61.7,61.38,64.87,56.22,66.74,84.42,72.31,68.09,64.14,65.96,59.24,66.85,79.74,65.19,69.05,83.41,75.44,75.22,81.39,88.51,92.09,85.64,58.95,59.8,51.66,62.03,79.39,65.05,66.15,14.482,0.155,0.102,6.737,-0.13,0.643,14.905,25.673,0.213,0.142,-0.508,0.16,33.829,-0.719,0.171,0.533
E08000034,Kirklees,E01011216,Kirklees 021A,221500,43.95,42.02,25.61,51.68,59.39,64.14,52.21,64.83,66.06,50.38,70.35,77.37,75.2,69.35,60.65,69.62,51.81,64.23,70.96,63.22,65.52,85.1,81.94,75.65,85.99,89.83,93.66,88.3,57.8,55.34,40.76,59.28,66.19,65.1,60.62,7.866,0.086,0.065,5.828,-0.241,-0.201,17.865,15.554,0.166,0.054,-0.825,0.171,39.271,-1.165,-0.331,0.456
E08000034,Kirklees,E01011217,Kirklees 020C,241497.5,46.18,56.79,39.24,53.65,67.93,70.08,60.57,65.14,75.21,59.28,75.34,80.12,76.14,72.23,57.54,74.14,53.15,63.5,72.59,61.08,65.5,83.7,84.14,77.09,85.96,90.66,92.28,88.35,56.35,65.51,47.67,60.16,70.99,66.89,64.18,7.944,0.12,0.08,7.788,-0.255,-0.643,13.125,8.538,0.198,0.075,-0.872,0.199,35.68,-2.126,-0.375,-0.331
E08000034,Kirklees,E01011218,Kirklees 020D,195000,46.19,67.34,46.01,58.65,72.55,70.57,66.01,64.53,77.55,62.69,75.69,82.72,75.55,72.76,59.66,78.26,57.39,67.18,75.59,62.03,68.42,83.43,84.31,76.99,85.73,90.14,92.07,88.07,57.62,72.94,52.99,64.15,74.7,67.51,67.92,20.653,0.212,0.14,14.7,0.474,0.74,12.92,23.852,0.291,0.163,-0.029,0.213,31.761,-0.945,0.179,0.325
E08000034,Kirklees,E01011219,Kirklees 021B,207500,44.44,57.95,38.82,59.33,72.04,66.57,62.49,63.72,71.36,55.91,71.81,82.29,74.5,70.66,60.44,73.74,54.32,65.51,75.44,62.64,67.53,84.71,82.48,76.57,85.41,90.56,93.29,88.36,57.61,65.75,48.0,63.33,74.37,65.88,65.88,11.253,0.1,0.097,6.708,-0.202,0.312,13.155,23.348,0.106,0.064,-0.617,0.169,34.01,-1.489,0.267,0.05
E08000034,Kirklees,E01011220,Kirklees 021C,233997.5,45.62,62.18,41.67,57.07,67.77,69.09,62.5,64.43,75.69,59.75,74.83,80.05,75.38,71.82,58.17,75.54,53.35,64.48,71.64,61.29,65.87,83.37,83.16,74.55,83.39,87.3,91.96,86.47,56.52,68.97,48.85,62.08,70.43,66.47,65.11,39.306,0.403,0.235,52.52,0.835,1.389,16.491,9.41,0.512,0.265,1.402,0.359,34.753,-0.403,-0.297,-0.38
E08000034,Kirklees,E01011221,Kirklees 021D,235000,45.42,67.96,45.91,61.06,76.83,69.26,67.62,63.65,75.24,60.88,73.96,84.75,74.81,72.02,61.38,76.72,57.9,67.73,78.61,63.12,69.65,83.78,83.24,77.95,85.57,90.93,92.34,88.31,58.43,72.48,53.16,65.33,78.24,67.36,69.15,5.572,0.088,0.064,5.175,-0.693,-0.419,11.768,12.072,0.171,0.049,-0.984,0.171,30.735,-1.149,-0.166,-0.294
E08000034,Kirklees,E01011222,Kirklees 050D,133750,49.2,56.8,44.61,58.88,66.51,69.57,61.67,62.8,72.61,60.62,72.88,78.6,73.52,69.98,59.79,72.04,62.54,68.82,76.34,62.9,68.13,80.37,82.44,77.86,84.22,89.02,89.86,86.31,58.13,64.48,55.09,64.84,72.16,67.29,65.81,35.271,0.23,0.262,17.915,0.862,1.361,13.822,47.397,0.315,0.147,-0.142,0.261,34.138,-1.239,0.915,0.542
E08000034,Kirklees,E01011223,Kirklees 042B,135000,55.15,46.52,44.34,56.24,66.56,74.4,59.77,65.05,70.75,64.38,76.16,83.45,75.98,72.33,59.57,66.65,56.65,64.44,69.8,62.29,64.53,81.22,77.58,76.06,83.43,89.62,90.6,86.0,59.63,56.68,51.94,61.8,69.13,69.42,63.36,40.584,0.473,0.244,42.184,0.739,1.06,20.161,22.588,0.742,0.218,1.183,0.312,36.597,0.308,0.369,-0.411
E08000034,Kirklees,E01011224,Kirklees 048A,120000,59.68,58.24,59.95,74.81,82.03,77.15,72.4,65.08,74.21,69.83,80.81,88.16,75.95,74.42,61.81,72.4,67.74,74.26,83.3,64.24,71.74,81.19,82.35,81.06,86.85,93.11,90.58,88.49,62.08,65.48,64.82,75.01,83.1,71.58,72.34,41.303,0.417,0.256,34.047,1.311,1.169,14.318,28.777,0.622,0.266,0.339,0.357,27.636,0.316,0.408,0.292
E08000034,Kirklees,E01011225,Kirklees 042C,122000,60.05,50.06,53.53,70.77,81.28,77.08,69.03,65.49,69.58,66.63,80.35,89.2,76.35,74.05,63.03,70.23,64.62,73.5,81.62,64.97,71.14,81.67,80.08,79.64,86.83,93.43,91.04,88.44,63.0,60.01,60.27,72.85,81.97,71.92,70.65,32.609,0.378,0.186,33.014,0.525,1.172,13.135,31.562,0.679,0.239,0.588,0.323,29.251,-0.329,0.638,-0.124
E08000034,Kirklees,E01011226,Kirklees 048B,180000,53.01,61.49,56.83,63.06,68.17,73.47,65.62,64.43,80.36,70.07,80.06,84.54,75.63,74.23,58.85,72.44,61.53,68.77,72.43,62.16,66.81,80.64,84.99,79.83,86.0,90.95,90.21,87.73,58.61,67.53,60.15,67.18,71.23,68.9,67.04,15.615,0.157,0.118,11.7,0.007,0.46,9.854,28.097,0.277,0.085,-0.263,0.202,32.891,-2.939,0.396,0.25
E08000034,Kirklees,E01011227,Kirklees 048C,125000,53.37,64.93,58.01,65.5,72.27,73.52,68.3,64.09,80.34,68.77,79.27,84.26,75.14,73.84,59.56,75.02,65.57,70.22,77.89,62.76,69.28,80.68,88.53,80.8,86.23,91.38,90.15,88.32,59.09,70.44,62.78,68.88,75.8,69.17,69.37,52.093,0.489,0.344,47.622,1.432,1.407,14.034,19.371,0.619,0.451,1.136,0.363,30.569,-0.279,0.173,-0.212
E08000034,Kirklees,E01011228,Kirklees 048D,217500,48.69,63.36,44.09,58.59,64.12,69.59,62.59,62.9,77.55,60.89,74.46,78.27,73.77,70.92,59.5,74.17,61.35,68.37,74.49,62.66,67.8,80.35,86.72,77.99,84.87,88.86,89.86,86.85,57.84,69.1,54.23,64.62,70.13,67.21,66.08,18.298,0.195,0.127,11.165,0.055,0.817,12.116,27.084,0.317,0.11,-0.483,0.216,33.899,-1.96,0.434,0.015
E08000034,Kirklees,E01011229,Kirklees 042D,136500,63.41,45.43,63.49,82.94,90.97,79.39,73.96,66.06,67.84,72.11,82.83,91.33,76.75,74.94,66.91,72.72,74.77,81.69,91.08,68.15,77.08,82.41,78.03,82.69,88.35,95.73,91.63,89.61,66.32,58.55,70.22,82.32,91.18,74.5,75.79,28.68,0.244,0.142,29.533,1.418,0.312,23.497,26.677,0.387,0.59,0.264,0.33,24.232,3.154,0.12,0.734
E08000034,Kirklees,E01011230,Kirklees 043D,130000,59.75,54.34,62.34,76.37,82.46,77.26,71.87,65.02,71.3,71.59,81.45,87.64,75.63,74.01,64.21,72.73,73.5,77.5,87.69,66.2,74.53,81.7,78.83,82.04,87.1,92.99,90.98,88.36,63.63,63.42,69.02,77.32,85.47,72.52,73.55,41.328,0.466,0.193,47.802,0.611,0.585,23.456,56.495,0.558,0.475,0.116,0.469,26.435,2.913,1.265,-0.169
E08000034,Kirklees,E01011231,Kirklees 034A,145100,61.96,68.59,85.4,74.21,85.71,79.48,77.76,67.25,80.73,90.88,86.06,91.55,77.87,78.19,67.26,78.75,87.66,81.12,91.07,68.45,78.63,84.29,84.48,92.02,88.84,95.47,93.18,91.4,66.39,73.97,87.27,78.52,88.83,74.77,78.38,23.098,0.234,0.138,14.283,0.118,0.465,13.951,53.418,0.35,0.138,0.13,0.187,21.522,0.914,1.204,-0.204
E08000034,Kirklees,E01011232,Kirklees 039A,155500,63.05,61.44,74.63,81.14,87.75,79.61,77.42,66.66,74.65,82.12,85.67,90.66,77.16,76.68,68.05,78.63,82.47,82.05,89.72,68.99,78.49,83.37,83.05,87.67,87.84,93.82,92.35,90.02,67.05,69.85,79.53,81.94,89.02,75.03,78.05,43.584,0.404,0.268,28.52,1.359,1.015,13.967,51.265,0.461,0.365,0.097,0.338,21.943,0.884,0.964,0.724
E08000034,Kirklees,E01011233,Kirklees 039B,182000,58.67,74.87,74.62,68.57,79.41,77.81,75.5,66.14,78.78,83.65,80.84,86.23,76.7,75.5,63.72,77.64,78.72,75.4,84.86,65.39,74.29,83.62,84.73,87.04,85.09,91.6,92.53,89.01,63.23,76.69,77.56,72.88,82.61,72.49,75.0,16.709,0.216,0.096,11.003,0.042,0.371,9.92,36.455,0.356,0.111,-0.409,0.208,24.922,-0.711,0.708,0.207
E08000034,Kirklees,E01011234,Kirklees 038D,155000,55.75,77.37,69.92,66.01,80.48,76.68,75.32,65.89,81.91,83.21,81.03,88.76,76.69,76.25,61.31,78.38,73.06,72.32,81.86,63.75,72.08,83.93,88.6,85.72,85.65,92.63,92.81,89.87,61.0,78.49,72.47,70.27,81.71,71.2,73.83,36.589,0.351,0.232,29.733,0.946,1.263,13.026,36.276,0.477,0.257,0.581,0.294,26.13,0.144,0.675,0.304
E08000034,Kirklees,E01011235,Kirklees 039C,100000,63.54,55.61,68.24,85.75,91.88,79.81,77.73,66.66,72.3,79.57,86.13,91.91,77.15,76.6,68.68,77.9,79.3,84.25,93.07,69.67,79.69,83.17,81.06,86.46,89.47,94.7,92.2,90.3,67.57,66.35,74.97,85.05,92.62,75.44,78.79,43.351,0.391,0.247,28.345,1.263,1.998,18.26,33.891,0.476,0.536,-0.524,0.376,21.204,2.102,0.273,1.086
E08000034,Kirklees,E01011236,Kirklees 034B,:,64.63,54.29,76.85,84.34,92.4,79.54,77.74,67.45,74.55,85.39,87.11,95.22,77.71,78.1,70.68,77.66,86.17,84.05,93.75,71.14,80.79,83.89,80.49,90.14,89.46,96.82,92.8,91.28,69.2,65.67,82.59,84.41,93.36,76.05,79.49,42.664,0.362,0.202,23.672,1.307,1.585,19.485,64.425,0.603,0.476,-0.173,0.319,20.478,2.465,1.085,1.464
E08000034,Kirklees,E01011237,Kirklees 039D,112500,58.58,77.63,70.51,72.04,86.11,78.23,78.72,65.9,80.27,81.95,83.93,92.13,76.7,77.03,63.34,78.28,75.77,76.72,87.53,65.19,75.03,83.47,89.69,87.38,87.53,94.66,92.47,90.92,62.93,78.49,74.14,75.25,87.26,72.58,76.8,43.96,0.499,0.233,39.91,0.74,1.033,10.549,57.026,0.66,0.306,0.377,0.395,23.145,-0.264,1.179,0.377
E08000034,Kirklees,E01011238,Kirklees 034C,170000,62.95,61.88,83.14,76.34,82.6,79.32,75.44,67.63,79.21,89.7,85.82,89.2,78.02,77.72,67.89,78.25,86.74,80.11,87.88,68.71,77.75,84.62,83.73,92.93,89.86,95.85,93.45,91.8,67.06,70.15,85.76,78.92,85.71,74.84,76.96,23.935,0.237,0.138,9.158,0.466,0.532,13.861,54.733,0.446,0.16,-0.604,0.201,23.003,0.747,1.074,0.626
E08000034,Kirklees,E01011239,Kirklees 034D,257500,61.88,63.35,89.33,72.89,85.04,79.29,76.04,67.64,80.74,92.71,86.0,92.05,78.19,78.5,67.62,78.16,89.6,80.87,91.23,68.49,78.71,84.7,83.57,93.36,89.23,95.82,93.52,91.69,66.65,70.97,90.07,77.82,88.63,74.73,77.76,19.777,0.169,0.122,6.566,-0.049,0.394,13.14,59.086,0.25,0.129,-1.334,0.2,22.178,0.622,1.242,0.278
E08000034,Kirklees,E01011240,Kirklees 033D,175500,59.71,72.41,87.35,70.79,81.96,78.49,76.72,67.24,83.28,92.42,84.55,90.6,77.9,78.17,65.96,79.51,86.78,78.92,89.02,67.1,77.35,84.67,87.15,92.0,88.75,94.96,93.5,91.63,65.05,76.44,87.7,75.84,86.07,73.69,77.29,24.256,0.289,0.166,14.726,0.512,0.429,8.085,37.333,0.388,0.28,-0.429,0.252,22.69,-1.104,0.716,0.276
E08000034,Kirklees,E01011241,Kirklees 004A,297750,46.04,41.44,39.45,50.35,53.4,67.16,51.22,68.88,67.67,60.21,72.08,69.5,78.73,70.83,63.32,67.05,56.33,62.86,66.38,65.24,64.86,85.9,79.63,79.67,86.03,87.53,93.84,87.79,60.54,54.03,49.51,58.17,60.81,67.71,59.99,6.941,0.058,0.056,1.647,-0.417,-0.302,18.897,25.393,0.086,0.064,-1.718,0.131,40.011,-0.972,0.235,0.361
E08000034,Kirklees,E01011242,Kirklees 004B,183250,47.14,42.48,43.41,55.66,59.83,67.94,54.75,67.99,68.24,64.45,78.05,75.38,78.01,72.44,62.43,68.77,61.88,67.25,72.52,64.84,67.3,85.43,74.58,78.14,85.2,89.08,93.38,87.29,60.09,55.33,54.36,63.08,67.07,67.82,62.81,29.255,0.296,0.183,33.355,0.835,0.956,17.16,13.376,0.414,0.255,0.66,0.316,37.093,-0.799,-0.14,-0.165
E08000034,Kirklees,E01011243,Kirklees 004C,212475,49.67,48.57,53.37,63.0,68.33,70.99,61.3,69.59,75.64,70.88,81.99,82.66,79.62,76.24,63.43,73.17,63.75,69.03,75.73,65.56,69.58,85.94,83.74,85.23,89.94,92.51,93.82,90.8,61.52,60.81,59.89,67.42,72.87,69.69,66.92,12.658,0.116,0.088,7.936,-0.293,0.147,15.296,37.348,0.174,0.09,-0.982,0.207,32.994,-0.384,0.499,0.897
E08000034,Kirklees,E01011244,Kirklees 004D,187250,47.69,45.7,42.13,55.77,63.32,69.33,56.84,68.49,70.36,63.03,78.25,77.05,78.64,73.29,62.45,70.03,59.9,66.36,71.97,64.59,67.15,85.16,76.28,78.3,85.61,89.04,93.07,87.46,60.29,57.68,52.69,62.71,68.45,68.4,63.63,12.083,0.137,0.092,8.997,-0.129,0.523,18.22,6.377,0.174,0.097,-0.618,0.2,36.358,-0.222,-0.66,-0.174
E08000034,Kirklees,E01011245,Kirklees 009A,185000,49.93,52.63,51.83,67.04,73.98,71.68,64.85,67.93,73.62,68.08,82.94,82.66,78.24,75.21,60.12,70.47,62.2,68.72,75.45,63.22,67.74,84.76,78.22,80.66,86.6,90.28,92.65,88.21,59.22,61.67,58.28,69.09,75.27,68.79,67.29,31.135,0.323,0.172,37.919,0.485,1.011,19.814,31.532,0.545,0.121,1.132,0.282,32.64,1.048,0.284,0.848
E08000034,Kirklees,E01011246,Kirklees 009B,119000,50.75,60.49,59.8,75.83,82.19,72.42,71.49,67.56,75.9,71.09,85.95,87.23,77.82,76.61,61.11,76.1,69.79,74.59,84.6,64.31,72.61,84.71,79.66,81.59,88.48,91.72,92.63,89.22,59.99,68.33,65.91,76.0,83.78,69.61,72.61,44.177,0.469,0.255,57.406,0.912,1.036,19.96,21.996,0.704,0.32,1.442,0.385,27.204,1.953,0.157,0.174
E08000034,Kirklees,E01011247,Kirklees 008B,165000,48.91,54.44,53.19,66.69,70.17,69.46,63.82,66.48,73.24,67.77,83.31,82.69,77.24,74.49,59.39,71.7,61.82,69.49,74.39,63.01,67.55,85.0,83.24,81.43,89.31,92.56,93.07,90.13,58.33,63.13,58.66,69.35,73.02,67.6,66.73,7.589,0.095,0.064,9.157,-0.54,-0.49,16.45,18.99,0.139,0.087,-1.013,0.222,33.209,-0.043,0.058,0.068
E08000034,Kirklees,E01011248,Kirklees 009C,165000,49.72,60.33,55.74,71.33,76.76,70.63,68.53,66.74,75.63,70.12,86.01,87.05,77.38,76.13,60.17,74.58,66.62,73.84,80.81,64.01,70.84,85.21,85.12,84.5,91.73,94.54,93.21,91.64,59.04,67.58,62.42,73.69,79.42,68.61,70.46,20.623,0.225,0.144,13.766,0.625,0.448,15.885,19.792,0.226,0.27,-0.5,0.247,29.351,0.509,0.006,0.278
E08000034,Kirklees,E01011249,Kirklees 008C,167000,45.63,46.53,37.27,57.17,67.34,67.0,57.78,66.2,68.24,60.21,77.87,79.34,77.02,72.11,56.44,67.51,54.35,65.32,70.63,61.04,63.89,85.01,81.75,77.52,87.85,90.72,93.13,88.94,55.66,56.92,47.5,62.77,69.7,65.54,62.21,27.666,0.277,0.175,33.614,0.26,1.07,22.752,13.218,0.35,0.214,0.58,0.329,37.864,0.785,-0.293,0.144
E08000034,Kirklees,E01011250,Kirklees 009D,124500,50.38,62.64,62.2,78.64,84.04,71.78,73.1,67.11,78.48,73.06,87.69,90.22,77.57,77.53,61.82,78.46,71.69,75.95,86.29,65.0,74.0,84.94,86.58,86.54,92.08,95.65,93.04,92.22,60.3,70.61,68.04,78.01,85.61,69.62,74.04,44.188,0.418,0.242,42.336,1.183,1.431,15.082,44.076,0.615,0.322,1.215,0.308,25.75,0.794,0.79,0.7
E08000034,Kirklees,E01011251,Kirklees 008D,170000,44.04,44.34,29.29,52.16,63.96,65.76,54.62,66.07,66.64,56.83,74.78,77.46,76.86,70.96,54.92,64.06,47.84,60.36,64.75,59.5,60.2,84.79,78.8,72.26,84.69,87.46,92.96,86.67,54.32,54.22,40.44,57.93,65.13,64.23,58.93,50.348,0.509,0.273,48.164,1.273,1.561,29.927,12.394,0.663,0.386,0.954,0.391,40.983,2.096,-0.271,0.002
E08000034,Kirklees,E01011252,Kirklees 028A,311250,30.86,27.54,22.76,36.15,32.13,51.2,34.13,59.8,52.85,42.98,55.7,51.8,70.13,58.2,43.48,44.16,34.08,43.92,39.43,47.35,42.82,80.88,67.37,64.64,74.61,75.8,89.61,78.21,43.16,36.15,29.72,41.48,36.83,51.34,40.65,10.796,0.061,0.06,4.967,-0.577,0.094,36.169,19.618,0.108,0.036,-0.796,0.156,59.252,0.7,0.124,-0.034
E08000034,Kirklees,E01011253,Kirklees 028B,137500,39.44,63.39,54.04,55.7,58.86,61.22,58.74,61.97,78.16,64.25,73.91,73.36,72.21,69.61,53.49,64.55,55.45,60.72,62.45,54.4,59.18,81.74,81.75,75.66,83.11,85.77,90.24,85.28,51.8,65.03,55.46,59.57,61.48,59.39,59.94,49.109,0.506,0.302,52.555,0.87,1.167,29.521,13.876,0.772,0.312,1.082,0.404,39.958,2.196,-0.012,-0.501
E08000034,Kirklees,E01011254,Kirklees 028C,207500,40.63,55.95,51.27,52.65,50.46,61.26,53.76,62.2,74.51,61.78,72.62,67.2,72.24,67.95,55.28,63.24,56.1,60.75,60.83,56.41,59.29,82.34,82.2,78.27,84.91,86.67,90.72,86.3,53.24,60.37,54.53,58.17,56.59,60.35,57.87,11.79,0.103,0.086,7.998,-0.037,-0.02,24.279,17.711,0.165,0.068,-0.575,0.184,41.995,0.322,0.049,-0.075
E08000034,Kirklees,E01011255,Kirklees 028D,140000,41.7,58.91,53.9,56.31,63.19,62.42,59.36,62.75,77.83,66.37,76.31,78.23,73.16,71.22,55.62,65.19,57.17,62.05,66.47,56.15,61.37,82.08,83.11,78.65,85.07,89.1,90.58,87.09,53.77,62.93,56.4,60.67,65.68,60.83,61.46,49.734,0.479,0.282,50.832,1.228,1.695,27.047,11.399,0.674,0.31,1.019,0.4,38.46,1.842,-0.148,-0.476
E08000034,Kirklees,E01011256,Kirklees 028E,122500,38.11,61.23,46.22,51.41,44.88,59.42,52.56,61.7,77.01,59.3,71.43,64.05,71.72,67.27,56.41,64.43,56.34,62.13,61.24,57.5,60.25,81.95,81.49,75.73,83.5,83.74,90.34,84.81,53.33,63.78,52.4,58.22,54.13,59.97,57.84,44.952,0.405,0.271,52.45,1.114,1.298,27.005,15.146,0.502,0.293,1.125,0.398,42.069,1.1,-0.021,-0.237
E08000034,Kirklees,E01011257,Kirklees 024A,125000,56.99,63.79,71.8,81.39,93.82,69.57,77.86,64.8,74.43,78.29,84.6,94.01,74.36,75.88,69.49,77.02,79.41,79.67,92.28,69.52,78.87,82.96,83.17,88.2,89.04,96.41,90.92,90.79,66.37,70.38,76.52,80.79,93.2,70.46,78.36,35.994,0.411,0.168,48.757,0.207,-0.169,13.562,73.681,0.493,0.451,-0.192,0.504,21.61,0.794,1.532,0.646
E08000034,Kirklees,E01011258,Kirklees 024B,:,55.78,60.13,68.64,75.16,88.66,67.5,73.71,64.13,71.68,75.74,81.46,91.07,73.64,74.12,66.7,73.67,75.32,74.85,87.41,66.39,75.04,82.8,82.76,87.55,88.67,95.73,90.82,90.39,64.21,66.88,72.86,75.5,88.29,67.98,74.56,26.925,0.32,0.148,46.464,0.094,-1.074,13.799,46.827,0.437,0.425,0.06,0.464,25.366,0.471,1.0,0.105
E08000034,Kirklees,E01011259,Kirklees 024C,168500,51.84,49.19,58.77,67.11,78.76,65.42,65.22,63.44,67.06,69.74,78.25,86.74,73.19,71.82,65.17,70.77,69.18,72.41,82.8,64.96,72.18,82.58,79.17,83.2,88.02,93.28,90.87,88.9,62.26,59.65,65.09,70.57,81.31,66.33,69.49,39.142,0.47,0.223,45.923,0.902,0.591,22.686,20.526,0.563,0.439,-0.116,0.472,31.503,2.025,0.043,0.274
E08000034,Kirklees,E01011260,Kirklees 023E,122750,48.27,34.02,45.19,55.04,62.69,64.17,53.03,62.86,61.55,63.66,72.52,77.73,72.9,68.29,61.76,60.38,59.01,63.7,69.51,61.53,63.98,82.59,74.92,80.28,85.32,89.72,91.05,86.72,59.19,46.95,53.55,60.64,66.97,64.13,60.06,36.901,0.432,0.189,52.048,0.63,0.426,24.481,32.003,0.562,0.182,0.57,0.457,40.607,0.688,0.541,0.262
E08000034,Kirklees,E01011261,Kirklees 024D,185000,52.74,54.66,61.61,68.11,78.07,66.61,67.03,63.82,72.5,72.17,80.3,87.14,73.71,73.21,62.34,71.87,69.13,71.83,81.16,62.46,70.79,83.04,84.64,85.68,90.53,94.69,91.32,90.72,60.7,63.28,66.37,70.88,80.2,65.74,69.6,39.699,0.478,0.18,49.773,0.929,0.644,24.726,32.422,0.56,0.612,0.004,0.495,30.372,2.721,0.488,0.456
E08000034,Kirklees,E01011262,Kirklees 024E,114375,49.57,47.22,54.94,64.58,71.05,65.15,61.45,63.21,69.6,68.05,77.41,82.22,73.16,71.16,61.0,67.98,65.4,69.94,76.71,60.53,67.99,82.71,80.09,82.76,88.54,92.39,91.15,88.9,59.04,57.56,61.34,68.2,74.56,64.13,65.75,43.246,0.484,0.236,48.509,0.996,0.763,29.124,21.665,0.539,0.523,0.218,0.465,34.307,3.152,0.332,-0.41
E08000034,Kirklees,E01011263,Kirklees 024F,150000,46.93,44.13,49.93,54.13,55.51,62.31,53.26,62.7,67.17,63.87,72.51,72.78,72.47,68.13,57.48,61.55,58.59,61.46,64.83,57.85,61.02,82.49,80.68,81.99,87.07,90.3,90.82,87.9,56.13,53.06,55.37,59.15,61.14,61.52,58.59,27.312,0.335,0.149,35.648,0.397,0.195,24.938,24.259,0.481,0.244,0.429,0.361,41.604,0.608,0.293,0.086
E08000034,Kirklees,E01033542,Kirklees 017E,195000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000035,Leeds,E01011264,Leeds 011A,260000,50.61,54.5,59.45,68.76,79.65,67.23,67.26,64.03,72.85,66.83,78.07,84.9,74.95,72.65,60.9,66.39,64.13,67.77,79.85,61.36,68.17,78.59,75.53,76.73,87.4,91.4,86.02,86.0,59.32,60.87,62.56,68.99,80.14,65.62,68.28,17.003,0.181,0.131,29.422,0.037,-0.279,11.424,17.255,0.303,0.132,0.77,0.262,31.723,-1.581,0.056,-0.157
E08000035,Leeds,E01011265,Leeds 009A,239000,49.47,75.23,55.88,80.09,90.79,67.7,77.93,62.71,84.75,65.19,84.12,91.12,74.13,75.58,69.23,79.63,67.58,78.67,87.35,68.17,77.25,78.22,88.18,77.99,93.56,95.71,85.82,89.87,64.23,78.05,62.82,79.71,89.22,68.95,77.52,11.121,0.138,0.069,5.255,-0.301,0.282,8.163,34.086,0.187,0.142,-0.489,0.129,22.422,-1.036,0.51,0.57
E08000035,Leeds,E01011266,Leeds 008A,228000,44.1,63.75,37.72,62.52,74.59,63.74,64.99,60.24,78.1,53.81,76.3,82.21,72.35,70.52,64.39,69.69,53.31,66.75,74.03,62.84,67.86,77.26,79.27,70.55,86.27,89.75,85.02,84.94,59.58,67.42,46.9,65.66,74.8,64.5,67.04,2.03,0.03,0.034,0.806,-1.679,-0.709,15.362,7.031,0.051,0.021,-1.876,0.107,32.92,-0.344,-0.567,-0.193
E08000035,Leeds,E01011267,Leeds 009B,231000,50.24,68.77,56.45,77.98,84.88,68.3,74.25,62.76,80.1,63.32,81.82,85.53,73.85,73.63,66.92,76.89,65.47,75.79,83.84,66.26,74.5,78.1,83.08,75.73,91.09,92.6,85.63,87.73,62.92,73.24,61.86,77.2,84.52,68.31,74.46,21.65,0.239,0.136,29.327,0.405,0.698,11.044,13.758,0.393,0.175,0.938,0.229,25.535,-0.415,-0.179,-0.017
